Bill No,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Passing in Lok Sabha,Date of Passing in Rajya Sabha,Date of Assent,Act No,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
13,2011,"The Appropriation (Railways) Bill, 2011",RAILWAYS,07/03/2011,07/03/2011,NA,11/03/2011,1,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (Railway).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr Rail (13F of 2011).pdf,NA
14,2011,"The Appropriation Bill, 2011",FINANCE,11/03/2011,11/03/2011,14/03/2011,17/03/2011,3,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 14 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr (14F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro. Bill (8.3.11).doc
14,2011,"The Appropriation Bill, 2011",FINANCE,11/03/2011,11/03/2011,14/03/2011,17/03/2011,3,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 14 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr (14F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro. Bill (8.3.11).doc
17,2011,"The Appropriation (No.2) Bill, 2011",FINANCE,17/03/2011,17/03/2011,24/03/2011,28/03/2011,4,Money Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (No. 2), 17 of 2011.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr No 2 (17F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro.2 Bill (11.3.11).doc
17,2011,"The Appropriation (No.2) Bill, 2011",FINANCE,17/03/2011,17/03/2011,24/03/2011,28/03/2011,4,Money Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (No. 2), 17 of 2011.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr No 2 (17F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro.2 Bill (11.3.11).doc
18,2011,"The Banking Laws (Amendment) Bill, 2012",FINANCE,22/03/2011,18/12/2012,20/12/2012,05/01/2013,4,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Banking laws, 18 of 2011.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Banking Laws (amdt.)l Bill, 2011.doc"
19,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Bill, 2011",URBAN DEVELOPMENT,18/03/2011,18/03/2011,22/03/2011,29/03/2011,5,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT - 19 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT 11.pdf,NA
19,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Bill, 2011",URBAN DEVELOPMENT,18/03/2011,18/03/2011,22/03/2011,29/03/2011,5,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT - 19 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT 11.pdf,NA
19,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Bill, 2011",URBAN DEVELOPMENT,18/03/2011,18/03/2011,22/03/2011,29/03/2011,5,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT - 19 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT 11.pdf,NA
22,2011,"The Constitution (One Hundred and Fifteenth Amendment) Bill, 2011",FINANCE,22/03/2011,NA,NA,NA,NA,Constitutional Amendment Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Constitution 115, 22 of 2011.pdf",NA,NA
24,2011,"The Factoring Regulation Bill, 2011",FINANCE,24/03/2011,21/12/2011,27/12/2011,22/01/2012,12,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Factor 24 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/factring.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Regulation of Factor Bill, 2011.doc"
25,2011,"The Pension Fund Regulatory and Development Authority Bill, 2011",FINANCE,24/03/2011,NA,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/PFRDA, 25 of 2011.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Pension Regulatory Fund Bill, 2011.doc"
26,2011,"The Prevention of Bribery of Foreign Public Officials and Officials of Public International Organisations Bill, 2011","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",25/03/2011,NA,NA,NA,NA,Ordinary Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Prevention of Bribery, 26 of 2011.pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Prevention of Bribery.doc
28,2011,"The Indian Medical Council (Amendment) Bill, 2011",HEALTH AND FAMILY WELFARE,02/08/2011,18/12/2011,29/08/2011,08/09/2011,13,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Indian Medical council (28 of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/IMC.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No errata.doc.doc
28,2011,"The Indian Medical Council (Amendment) Bill, 2011",HEALTH AND FAMILY WELFARE,02/08/2011,18/12/2011,29/08/2011,08/09/2011,13,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Indian Medical council (28 of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/IMC.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No errata.doc.doc
35,2011,"The Indian Institute of Information Technology, Design and Manufacturing Kancheepuram Bill, 2011.",HUMAN RESOURCE DEVELOPMENT,05/08/2011,25/08/2011,NA,NA,NA,Financial Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/IIIT, 35 of 2011, Eng..pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Errata.doc
35,2011,"The Indian Institute of Information Technology, Design and Manufacturing Kancheepuram Bill, 2011.",HUMAN RESOURCE DEVELOPMENT,05/08/2011,25/08/2011,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/IIIT, 35 of 2011, Eng..pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Errata.doc
39,2011,"The Lokpal Bill, 2011","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",04/08/2011,NA,NA,NA,NA,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Lokpal 39 of 2011 English.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Lokpal.doc
40,2011,"The Damodar Valley Corporation (Amendment) Bill, 2011",POWER,08/08/2011,07/12/2011,19/12/2011,08/01/2012,1,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Damodar (40 of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/d vc.pdf,NA
41,2011,"The Appropriation (No. 3) Bill, 2011.",FINANCE,05/08/2011,05/08/2011,11/08/2011,17/08/2011,9,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 3 (41 of 2011) eng.pdf,NA,NA
41,2011,"The Appropriation (No. 3) Bill, 2011.",FINANCE,05/08/2011,05/08/2011,11/08/2011,17/08/2011,9,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 3 (41 of 2011) eng.pdf,NA,NA
42,2011,"The National Academic Depository Bill, 2011.",HUMAN RESOURCE DEVELOPMENT,05/09/2011,NA,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/National academic, 42 of 2011, eng.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda National Academic Depository, 11.doc"
44,2011,"The Customs (Amendment and Validation) Bill, 2011",FINANCE,08/08/2011,25/08/2011,07/09/2011,16/09/2011,14,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Custom (44 of 2011) Eng.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/custom.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda.doc
44,2011,"The Customs (Amendment and Validation) Bill, 2011",FINANCE,08/08/2011,25/08/2011,07/09/2011,16/09/2011,14,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Custom (44 of 2011) Eng.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/custom.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda.doc
56,2011,"The Benami Transactions (Prohibition) Bill, 2011",FINANCE,18/08/2011,NA,NA,NA,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Benami 56 of 2011 Eng.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda (12.8.04) Benani transactions.doc
57,2011,"The Warehousing Corporations (Amendment) Bill, 2011","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",08/12/2011,NA,NA,NA,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Warehousing 57 Eng.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Corrigenda.doc
75,2011,"The Public Premises (Eviction of Unauthorised Occupants) Amendment Bill, 2011",URBAN DEVELOPMENT,23/11/2011,NA,NA,NA,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/75 of 2011 (Public Premises) As Int. ENG.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum public premises.DOC
76,2011,"The Nuclear Safety Regulatory Authority Bill, 2011","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",07/09/2011,NA,NA,NA,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Nuclear Safety 76 of 2011.pdf,NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Nuclear Safety Bill, 2011(6.9.11).doc"
77,2011,"The Land Acquisition, Rehabilitation and Resettlement Bill, 2011",RURAL DEVELOPMENT,07/09/2011,NA,NA,NA,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/land acquisition 77 of 2011.pdf,NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Land Acquisition Bill, 2011.doc"
78,2011,"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2011",FINANCE,08/09/2011,NA,NA,NA,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/78 en.pdf,NA,NA
99,2011,"The Cable Television Networks (Regulation) Amendment Bill, 2011.",INFORMATION AND BROADCASTING,28/11/2011,13/12/2011,19/12/2011,30/12/2011,21,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/99 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/cable.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/NO ERRATA.pdf
106,2011,"The Appropriation (No.4) Bill, 2011",FINANCE,07/12/2011,07/12/2011,13/12/2011,19/12/2011,19,Money Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/106 of 2011, Appro (Eng.).pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3798LS[1].pdf,NA
106,2011,"The Appropriation (No.4) Bill, 2011",FINANCE,07/12/2011,07/12/2011,13/12/2011,19/12/2011,19,Money Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/106 of 2011, Appro (Eng.).pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3798LS[1].pdf,NA
107,2011,"The North-Eastern Areas (Reorganisation) Amendment Bill, 2012",HOME AFFAIRS,07/12/2011,03/09/2012,14/12/2012,21/12/2012,39,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/107 of 2011, North-Eastern.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NE- H.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Corrigenda.doc
108,2011,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2011",TRIBAL AFFAIRS,07/12/2011,19/12/2011,22/12/2011,08/01/2012,2,Financial Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/108 of 2011, ST (eng).pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/STorder.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Constitn scheduled tribe, 2.12.11.DOC"
110,2011,"The Mines and Minerals (Development and Regulation) Bill, 2011.",MINES,12/12/2011,NA,NA,NA,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Mines 110 of 2011.pdf,NA,NA
117,2011,"The Export-Import Bank of India (Amendment) Bill, 2011",FINANCE,08/12/2011,21/12/2011,27/12/2011,12/01/2012,11,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Export 117 Eng.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/exm.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Corrigenda.doc
120,2011,"The Arms (Amendment) Bill, 2011.",HOME AFFAIRS,12/12/2011,NA,NA,NA,NA,Ordinary Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/2911LS, English.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Arms, 7.12.11.DOC"
121,2011,"The Companies Bill, 2011",CORPORATE AFFAIRS,14/12/2011,18/12/2012,NA,NA,NA,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/As intro. Companies 121 of 2011 ENG.pdf,NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda companies Bill, 2011,15.12.11.doc"
122,2011,"The Enforcement of Security Interest and Recovery of Debts Laws (Amendment) Bill, 2012",FINANCE,12/12/2011,10/12/2012,20/12/2012,03/01/2013,1,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/2965LS, Eng..pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/enforc-B.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corr_122_2011_eng_LS.doc
123,2011,"The Appropriation (Railways) No. 3 Bill, 2011",RAILWAYS,13/12/2011,13/12/2011,22/12/2011,08/01/2012,7,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/123 of 2011 (Appropriation-rlys) No.3 eng..pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3801LS[1].pdf,NA
123,2011,"The Appropriation (Railways) No. 3 Bill, 2011",RAILWAYS,13/12/2011,13/12/2011,22/12/2011,08/01/2012,7,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/123 of 2011 (Appropriation-rlys) No.3 eng..pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3801LS[1].pdf,NA
124,2011,"The Press and Registration of Books and Publications Bill, 2011",INFORMATION AND BROADCASTING,16/12/2011,NA,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/124 of 2011, Press and Registration.pdf",NA,NA
125,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2011",URBAN DEVELOPMENT,12/12/2011,12/12/2011,14/12/2011,23/12/2011,20,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3037LS, English.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/nct 2nd.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum - NCT Delhi Second (9.12.11).doc
126,2011,"The Cable Television Networks (Regulation) Second Amendment Bill, 2011.",INFORMATION AND BROADCASTING,15/12/2011,NA,NA,NA,NA,Ordinary Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3095LS[1].pdf, cable 2nd, eng.pdf",NA,NA
127,2011,"The Consumer Protection (Amendment) Bill, 2011","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",16/12/2011,NA,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/127 of 2011, Consumer Protection.pdf",NA,NA
128,2011,"The National Highways Authority of India (Amendment) Bill, 2011",ROAD TRANSPORT AND HIGHWAYS,19/12/2011,03/09/2012,NA,NA,NA,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/National highways-128-Eng.pdf,NA,NA
128,2011,"The National Highways Authority of India (Amendment) Bill, 2011",ROAD TRANSPORT AND HIGHWAYS,19/12/2011,03/09/2012,NA,NA,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/National highways-128-Eng.pdf,NA,NA
129,2011,"The Regional Centre for Biotechnology Bill, 2011",SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,20/12/2011,NA,NA,NA,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Regional Centre-129-Eng..pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda regional centre for biotechnology(19.12
130,2011,"The Rajiv Gandhi National Institute of Youth Development Bill, 2012",YOUTH AFFAIRS AND SPORTS,21/12/2011,21/05/2012,09/08/2012,31/08/2012,35,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/rajiv 130 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/RG-Act.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corr_130_2011_LS_ENG.pdf
131,2011,"The Right of Citizens for Time Bound Delivery of Goods and Services and Redressal of their Grievances Bill, 2011","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",20/12/2011,NA,NA,NA,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Citizens 131-Eng..pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Citizen Charter (19.12.11).doc
132,2011,"The National Food Security Bill, 2011.","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",22/12/2011,NA,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3363LS.food security, eng.pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Food Security (21.12.11).doc
133,2011,"The Prevention of Money-Laundering (Amendment) Bill, 2012",FINANCE,27/12/2011,29/11/2012,17/12/2012,03/01/2013,2,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3349LS, money laundering, eng..pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/mony landring-B.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Money Laundering (21.12.11).doc
134,2011,"The Lokpal and Lokayuktas Bill, 2011","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",22/12/2011,27/12/2011,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3450LS, lokpal eng.pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda LOKPAL (22.12.11).doc
134,2011,"The Lokpal and Lokayuktas Bill, 2011","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",22/12/2011,27/12/2011,NA,NA,NA,Financial Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3450LS, lokpal eng.pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda LOKPAL (22.12.11).doc
135,2011,"The Constitution (One Hundred and Sixteenth Amendment) Bill, 2011.","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",22/12/2011,NA,NA,NA,NA,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3451LS. constn 116 eng.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda constitution 116 (22.12.11).doc
136,2011,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2012",TRIBAL AFFAIRS,27/12/2011,15/05/2012,21/05/2012,31/05/2012,24,Financial Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3471LS, ST Order, eng..pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/ST 136.pdf,NA
136,2011,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2012",TRIBAL AFFAIRS,27/12/2011,15/05/2012,21/05/2012,31/05/2012,24,Financial Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3471LS, ST Order, eng..pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/ST 136.pdf,NA
137,2011,"The Electronic Delivery of Services Bill, 2011.",HUMAN RESOURCE DEVELOPMENT,27/12/2011,NA,NA,NA,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3473LS, electronic delivery, eng..pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Electronic Delivery (26.12.11).doc
138,2011,"The Unlawful Activities (Prevention) Amendment Bill, 2012",HOME AFFAIRS,29/12/2011,NA,20/12/2012,03/01/2013,3,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3549ls[2].pdf, unlawful, eng.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/unlawfl-B.pdf,NA
10,2010,"The Finance Bill, 2010",FINANCE,26/02/2010,29/04/2010,NA,08/05/2010,14,Money Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Finance Bill, 2010.doc",NA,NA
10,2010,"The Finance Bill, 2010",FINANCE,26/02/2010,29/04/2010,NA,08/05/2010,14,Money Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Finance Bill, 2010.doc",NA,NA
18,2010,"The Energy Conservation (Amendment) Bill, 2010.",POWER,08/03/2010,04/05/2010,17/08/2010,24/08/2010,28,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Energy Con 18 of 2010.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/enrgy conser.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigendum Energy conservation (5.3.10).doc
18,2010,"The Energy Conservation (Amendment) Bill, 2010.",POWER,08/03/2010,04/05/2010,17/08/2010,24/08/2010,28,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Energy Con 18 of 2010.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/enrgy conser.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigendum Energy conservation (5.3.10).doc
19,2010,"The Civil Liability for Nuclear Damage Bill, 2010",SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,07/05/2010,25/08/2010,30/08/2010,21/09/2010,38,Financial Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Civil Liability (19 of 2010).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/nuclear.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda.doc
19,2010,"The Civil Liability for Nuclear Damage Bill, 2010",SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,07/05/2010,25/08/2010,30/08/2010,21/09/2010,38,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Civil Liability (19 of 2010).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/nuclear.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda.doc
